run_id,seed,model,appraiser_model,regime,f,round_index,agent_id,committed,belief,slider_value,slider_unit_scaled,parse_error
0,0,gpt-5.4,gpt-5.4,degroot,,0,0,False,0.10547846749285818,7,0.07,False
0,0,gpt-5.4,gpt-5.4,degroot,,0,1,False,0.13289673170844954,7,0.07,False
0,0,gpt-5.4,gpt-5.4,degroot,,0,2,False,0.16584946727323727,7,0.07,False
0,0,gpt-5.4,gpt-5.4,degroot,,0,3,False,0.20697689489482538,7,0.07,False
0,0,gpt-5.4,gpt-5.4,degroot,,0,4,False,0.28095186219958984,34,0.34,False
0,0,gpt-5.4,gpt-5.4,degroot,,0,5,False,0.32703653888058254,34,0.34,False
0,0,gpt-5.4,gpt-5.4,degroot,,0,6,False,0.3568970099780556,34,0.34,False
0,0,gpt-5.4,gpt-5.4,degroot,,0,7,False,0.4039167045446231,43,0.43,False
0,0,gpt-5.4,gpt-5.4,degroot,,0,8,False,0.4385871049217749,43,0.43,False
0,0,gpt-5.4,gpt-5.4,degroot,,0,9,False,0.4963502653725634,50,0.5,False
0,0,gpt-5.4,gpt-5.4,degroot,,0,10,False,0.5336867737438086,50,0.5,False
0,0,gpt-5.4,gpt-5.4,degroot,,0,11,False,0.543267434743648,50,0.5,False
0,0,gpt-5.4,gpt-5.4,degroot,,0,12,False,0.6195593289582396,68,0.68,False
0,0,gpt-5.4,gpt-5.4,degroot,,0,13,False,0.6287118440648501,68,0.68,False
0,0,gpt-5.4,gpt-5.4,degroot,,0,14,False,0.698659902067724,68,0.68,False
0,0,gpt-5.4,gpt-5.4,degroot,,0,15,False,0.7186051721925233,68,0.68,False
0,0,gpt-5.4,gpt-5.4,degroot,,0,16,False,0.7882113674203112,92,0.92,False
0,0,gpt-5.4,gpt-5.4,degroot,,0,17,False,0.8174479224941742,92,0.92,False
0,0,gpt-5.4,gpt-5.4,degroot,,0,18,False,0.8498832124636008,92,0.92,False
0,0,gpt-5.4,gpt-5.4,degroot,,0,19,False,0.8969074888479064,92,0.92,False
0,0,gpt-5.4,gpt-5.4,degroot,,1,0,False,0.4652134260997018,50,0.5,False
0,0,gpt-5.4,gpt-5.4,degroot,,1,1,False,0.3580213529187219,34,0.34,False
0,0,gpt-5.4,gpt-5.4,degroot,,1,2,False,0.697068029638195,68,0.68,False
0,0,gpt-5.4,gpt-5.4,degroot,,1,3,False,0.5419029402094542,50,0.5,False
0,0,gpt-5.4,gpt-5.4,degroot,,1,4,False,0.2718010268774969,34,0.34,False
0,0,gpt-5.4,gpt-5.4,degroot,,1,5,False,0.4391369590339189,43,0.43,False
0,0,gpt-5.4,gpt-5.4,degroot,,1,6,False,0.5482368309229594,50,0.5,False
0,0,gpt-5.4,gpt-5.4,degroot,,1,7,False,0.4732650055538532,50,0.5,False
0,0,gpt-5.4,gpt-5.4,degroot,,1,8,False,0.6127126186172361,68,0.68,False
0,0,gpt-5.4,gpt-5.4,degroot,,1,9,False,0.6324452818750603,68,0.68,False
0,0,gpt-5.4,gpt-5.4,degroot,,1,10,False,0.3734827504037692,34,0.34,False
0,0,gpt-5.4,gpt-5.4,degroot,,1,11,False,0.4337387750267129,43,0.43,False
0,0,gpt-5.4,gpt-5.4,degroot,,1,12,False,0.7007935048337788,68,0.68,False
0,0,gpt-5.4,gpt-5.4,degroot,,1,13,False,0.6548087274868759,68,0.68,False
0,0,gpt-5.4,gpt-5.4,degroot,,1,14,False,0.46248571025291696,50,0.5,False
0,0,gpt-5.4,gpt-5.4,degroot,,1,15,False,0.4165262960596272,43,0.43,False
0,0,gpt-5.4,gpt-5.4,degroot,,1,16,False,0.5631898764933683,56,0.56,False
0,0,gpt-5.4,gpt-5.4,degroot,,1,17,False,0.5367004604568083,50,0.5,False
0,0,gpt-5.4,gpt-5.4,degroot,,1,18,False,0.5566924959252211,56,0.56,False
0,0,gpt-5.4,gpt-5.4,degroot,,1,19,False,0.4900255399903619,50,0.5,False
0,0,gpt-5.4,gpt-5.4,degroot,,2,0,False,0.4172542647272107,43,0.43,False
0,0,gpt-5.4,gpt-5.4,degroot,,2,1,False,0.5772595863235139,56,0.56,False
