run_id,seed,model,appraiser_model,regime,f,round_index,agent_id,committed,belief,slider_value,slider_unit_scaled,parse_error
0,0,gpt-5.4-mini,gpt-5.4-mini,degroot,,0,0,False,0.10547846749285818,5,0.05,False
0,0,gpt-5.4-mini,gpt-5.4-mini,degroot,,0,1,False,0.13289673170844954,5,0.05,False
0,0,gpt-5.4-mini,gpt-5.4-mini,degroot,,0,2,False,0.16584946727323727,0,0.0,False
0,0,gpt-5.4-mini,gpt-5.4-mini,degroot,,0,3,False,0.20697689489482538,5,0.05,False
0,0,gpt-5.4-mini,gpt-5.4-mini,degroot,,0,4,False,0.28095186219958984,35,0.35,False
0,0,gpt-5.4-mini,gpt-5.4-mini,degroot,,0,5,False,0.32703653888058254,35,0.35,False
0,0,gpt-5.4-mini,gpt-5.4-mini,degroot,,0,6,False,0.3568970099780556,35,0.35,False
0,0,gpt-5.4-mini,gpt-5.4-mini,degroot,,0,7,False,0.4039167045446231,45,0.45,False
0,0,gpt-5.4-mini,gpt-5.4-mini,degroot,,0,8,False,0.4385871049217749,45,0.45,False
0,0,gpt-5.4-mini,gpt-5.4-mini,degroot,,0,9,False,0.4963502653725634,50,0.5,False
0,0,gpt-5.4-mini,gpt-5.4-mini,degroot,,0,10,False,0.5336867737438086,50,0.5,False
0,0,gpt-5.4-mini,gpt-5.4-mini,degroot,,0,11,False,0.543267434743648,50,0.5,False
0,0,gpt-5.4-mini,gpt-5.4-mini,degroot,,0,12,False,0.6195593289582396,72,0.72,False
0,0,gpt-5.4-mini,gpt-5.4-mini,degroot,,0,13,False,0.6287118440648501,72,0.72,False
0,0,gpt-5.4-mini,gpt-5.4-mini,degroot,,0,14,False,0.698659902067724,72,0.72,False
0,0,gpt-5.4-mini,gpt-5.4-mini,degroot,,0,15,False,0.7186051721925233,72,0.72,False
0,0,gpt-5.4-mini,gpt-5.4-mini,degroot,,0,16,False,0.7882113674203112,92,0.92,False
0,0,gpt-5.4-mini,gpt-5.4-mini,degroot,,0,17,False,0.8174479224941742,92,0.92,False
0,0,gpt-5.4-mini,gpt-5.4-mini,degroot,,0,18,False,0.8498832124636008,92,0.92,False
0,0,gpt-5.4-mini,gpt-5.4-mini,degroot,,0,19,False,0.8969074888479064,92,0.92,False
0,0,gpt-5.4-mini,gpt-5.4-mini,degroot,,1,0,False,0.5359063840904289,50,0.5,False
0,0,gpt-5.4-mini,gpt-5.4-mini,degroot,,1,1,False,0.5360499352119764,50,0.5,False
0,0,gpt-5.4-mini,gpt-5.4-mini,degroot,,1,2,False,0.5332743856944981,50,0.5,False
0,0,gpt-5.4-mini,gpt-5.4-mini,degroot,,1,3,False,0.5364377894694968,50,0.5,False
